"Hanke","AlkuPvm","StrateginenOhjelma","Karkihanke","SidosryhmaRooli","Aihepiiri","MenotYhteensa","Organisaatio","ProjektiId","Projekti","LoppuPvm","JulkaistavaProjektikuvaus","Kehittamistarve","Kohderyhma","StrateginenOhjelmaYlempi"
"null","2019-03-31","Terve ja hyvinvoiva turkulainen","Ei","null","null","13000.0","Sivistystoimiala","2373","Draamakasvattaja kiusaamisen ehkäisyssä","2020-12-31","Kotimaisissa ja kansainvälissä tutkimuksissa on havaittu draamatyöskentelyn ja draamapedagogiikan hyödyt esimerkiksi itsetuntemuksen ja itsetunnon sekä sosiaalisten taitojen ja vuorovaikutustaitojen kehittymisessä. Draamatyöskentely voi mahdollistaa esimerkiksi erilaisten roolien, identiteettien ja käyttäytymismallien kokeilun ja negatiivisten stereotypioiden kyseenalaistamisen (Elliott & Dingwall, 2017) sekä uudenlaisten yhteistyöntapojen luomisen (McKinnon 2016).\r\n\r\nProjektin tarkoituksena on testata draamakasvatuksen menetelmiä kiusaamisen ehkäisyssä kolmessa perusopetuksen koulussa. Työskentely perustuu vuorovaikutusharjoituksiin, improvisaatioon ja ryhmässä toimimisen harjoitteluun. Tavoitteena on draaman menetelmin tunnistaa yhdessä oppilaiden kanssa kiusaamiseen johtavia käyttäytymismalleja ja ajattelutapoja sekä purkaa mahdollisia statushierarkioita. Tavoitteena on myös antaa opettajille ja lapsille työvälineitä kiusaamisen ehkäisemiseen ja siihen puuttumiseen.\r\n\r\nProjekti alkaa pilottitoimintana kolmessa perusopetuksen koulussa, jossa draamakasvatuksen menetelmiä sovelletaan osana oppitunteja kiusaamisen ehkäisemiseen. Kohderyhmänä ovat 7.-luokkalaiset. Toimintaa toteuttaa teatteri-ilmaisunohjaajatyöpari yhdessä opettajan kanssa. Yhteistyökumppanina on Turun ammattikorkeakoulu.\r\n","null","null","Hyvinvointi ja aktiivisuus"
"null","2020-02-01","Tulevaisuuden osaamispääoma turvataan järjestämällä jatkossakin korkeatasoista yleissivistävää koulutusta terveellisissä tiloissa","Ei","null","Koulutus ja päivähoito|Kulttuuri ja liikunta","135555.0","Sivistystoimiala","2375","Lukutaidon, lukukulttuurin ja lukuharrastuksen edistäminen Turun suomen- ja ruotsinkielisessä varhaiskasvatuksessa, esiopetuksessa ja alkuopetuksessa","2022-07-31","Lukutaidon ja lukuharrastuneisuuden taso on viime vuosien aikana ollut laskusuunnassa. Digitaalisuus, videopelit, videot ja erilaiset suoratoistopalvelut ovat vieneet aiemmin lukemiselle, kirjallisuudelle ja lukuharrastukselle kuuluvaa aikaa. Lasten ja nuorten heikolla lukutaidon tasolla on kauaskantoiset yhteiskunnalliset vaikutukset.\r\n\r\nProjektin tavoitteena on lasten lukutaidon, lukukulttuurin ja lukuharrastuksen vahvistaminen, edistäminen ja kehittäminen. Projektin toimilla pyritään myös vahvistamaan ja vakiinnuttamaan päiväkotien, esikoulujen ja koulujen sekä vanhempien ja kulttuurialojen toimijoiden välistä yhteistyötä lukutaitoon ja lukemiseen liittyen. Projektin tavoitteena on myös tukea lapsia, vanhempia, kasvatus- ja opetushenkilökuntaa sekä kulttuurialojen toimijoita lukemiseen liittyvien sisältöjen löytämisessä ja käytössä. Pitkän aikavälin tavoitteena on myös edistää yhdenvertaisuutta ja vähentää lukutaidon kehittymisen ja lukuharrastuksen omaksumisen eriaikaisuudesta johtuvia eroja.\r\n\r\nProjektin aikana toteutetaan erilaisia lukemiseen kannustavia tapahtumia, toimintaa ja toimintamalleja sekä järjestetään täydennyskoulutusta kasvatus- ja opetushenkilökunnalle. Projektin aikana tuotetaan myös lukuilo-(lauta)peli.\r\n\r\nOpetus- ja kulttuuriministeriö rahoittaa projektia.","Asukas-, asiakas- ja henkilöstötarve","Lapsiperheet|Vauvat ja taaperot","Osaava ja oppiva turkulainen"
"Smart and Wise Turku/Kaupunkisuunnittelu","2020-01-08","Digitaalisia palveluja kehitetään laajalla ja avoimella yhteistyöllä","Kyllä","null","Kaupunkikehittäminen","160000.0","Konha/Strategia ja kehittäminen","2429","Ennakoiva kaupunkisuunnittelu","2021-12-23","Tausta:\r\n\r\n\r\n\r\n\r\n\r\nHyödyt ja tavoitteet:\r\n\r\n\r\n\r\n\r\n\r\nToimenpiteet ja tuotokset:","Kaupunkistrategia 2029 ja strategiset ohjelmat","null","Vaikuttava ja uudistuva Turku"
"Smart and Wise Turku/Syrjäytymisen ehkäiseminen","2019-01-28","Luodaan parempia palveluita kehittämällä vaikuttavia asiakaskeskeisiä palveluprosesseja","Kyllä","Kuntaliitto£Kaupunki, kunta tai seutukunta|Turun AMK£Konserniyhtiö tai yhteisö","Terveys ja sosiaalipalvelut","6200.0","Konsernihallinto","2430","Pilotoinnit / Muotoillaan palvelut nuorten näköisiksi","2020-12-21","Tausta:\r\nTurun kaupungissa tuetaan nuorten (15-29 -vuotiaiden) hyvinvointia useiden eri palveluiden avulla. Näistä tärkeimpiä ovat opetustoimen eri tukipalvelut, nuorisotoimen, lapsiperhe- ja aikuissosiaalityön tuottamat palvelut, erilaiset terveyspalvelut, työllisyyspalvelut sekä 3. sektorin tuottamat palvelut. Laaja palvelukenttä vaikeuttaa oikeiden palveluiden löytämistä tarpeen hetkellä. Erityisinä haasteita nuoret ovat kokeneet pääsemisen tiettyjen palveluiden piiriin ja kuulluksi tulemisen ammattilaisen taholta.  \r\n\r\nHyödyt ja tavoitteet:\r\nPalvelumuotoilun tavoitteena on kehittää palveluista aitoja matalan kynnyksen palveluita, joihin nuori pääsee ilman ajanvarausta ja myös virka-ajan ulkopuolella. Palvelumuotoilun avulla uudistetaan palveluviestintää ja nuorten kohtaamisen taitoja. Lisäksi palvelumuotoilun halutaan kehittävän asiakasprosesseja entistä paremmiksi ja asiakkaiden monimuotoisuuden paremmin huomioiviksi. \r\n\r\nToimenpiteet ja tuotokset:\r\nPalvelumuotoilua toteutetaan yhteistyössä Kuntaliiton CoSIE-hankkeen avulla. \r\nTuotoksina odotetaan:\r\n- uusia palvelukuvauksia,\r\n- palveluiden parempaa näkyvyyttä,\r\n- lisääntynytttä yhteistyötä muiden nuorille, suunnattujen palveluiden tuottajien kanssa ja\r\n- uudistuneita palveluprosesseja (osalla mukana olevista organisaatioista).","Kaupunkistrategia 2029 ja strategiset ohjelmat","Nuoret","Terve ja hyvinvoiva turkulainen"
"null","2020-01-01","null","Ei","null","null","null","Vapa/Museopalvelut","2431","Arkeologia tunnetuksi","null","Turun museokeskuksen kokoelmissa on lähes 400 000 arkeologista löytöä, joiden tiedot julkaistaan avoimeen käyttöön. Hankkeessa rakennetaan rajapinta museon tietojärjestelmästä, MIPistä Finnaan.  Avoimen toimintakulttuurin edistämiseksi\r\nkokoelmatyötä tehdään yhdessä vapaaehtoisten kanssa. Museo opastaa ja huolehtii tiloista ja välineistöstä, vapaaehtoiset valokuvaavat löytöjä ja museo julkaisee aineiston Finnassa.","null","null","null"
"null","2020-08-01","Lisätään tuottavuutta tekemällä ehkäisevästä työstä kaiken toiminnan kivijalka","Ei","null","null","100000.0","Sivistystoimiala","2448","Liikkuva 2. aste II","2021-06-30","Liikkuva toinen aste -projekti on jatkoa perusopetuksen Liikkuva koulu -toiminnalle, joka oli yksi hallitusohjelman osaamisen ja koulutuksen kärkihankkeista. Turun liikkuva toinen aste -projekti pyrkii kehittämään ratkaisuja toisen asteen opiskelijoiden liikunnallisen elämäntavan lisäämiseksi. Huoli opiskelijoiden liikuntatottumuksista on suuri, sillä Turun lukiolaisista alle viidesosa ilmoitti harrastavansa vapaa-ajallaan korkeintaan tunnin viikossa hengästyttävää liikuntaa. Ammatillisessa koulutuksessa ongelmia ilmenee esimerkiksi työssäoppimisjaksojen aikana, kun osa nuorista ei jaksa työpaikoilla tehdä fyysisiä työtehtäviä koko työpäivän ajan. \r\n\r\nProjektissa kehitetään opiskelijoita liikkumaan kannustavia ja fyysistä aktiivisuutta lisääviä oppimisympäristöjä, opetusmenetelmiä ja opiskeluyhteisöjä. Tavoitteena on kehittää ja luoda pysyvä liikunnallinen toimintakulttuuri Turun toisen asteen oppilaitoksiin.\r\n\r\nProjektissa osallistetaan opiskelijat sekä opetus- ja ohjaushenkilöstö kehittämään yhdessä koulutalojen toimintakulttuuria fyysisesti aktiivisemmaksi ja vahvistetaan opettajien osaamista toiminnallisten opetusmenetelmien käyttöönotossa. Lisäksi projektissa lisätään opiskelijoiden mahdollisuuksia harrastaa liikuntaa opiskelupäivän päätteeksi niin koulutaloilla kuin muissakin liikuntatiloissa. \r\n\r\nProjektin tuloksena Turun toisen asteen oppilaitoksiin syntyy uusi, liikunnallisempi toimintakulttuuri, joka vahvistaa opiskelijoiden hyvinvointia ja jaksamista.  \r\n\r\nProjektissa ovat mukana kaikki Turun kaupungin lukiot ja Turun ammatti-instituutin koulutalot. Projektin rahoittavat Turun kaupunki ja Lounais-Suomen aluehallintovirasto veikkausvoittovaroista myönnetystä avustuksesta.","Mahdollistava (yhteistyö, rahoitus jne)","null","Terve ja hyvinvoiva turkulainen"
"Turku.fi","2020-05-15","null","Ei","null","null","null","Konha/Johdon tuki","2547","Tarvelähtöinen palveluviestintä uuden sukupolven julkaisualustalla","2021-11-30","Tausta:\r\n\r\nKunnat ovat yhteisten haasteiden edessä niin lainsäädännön kuin teknologian murroksen vuoksi. \r\n\r\nHankkeessa lisätään kuntien ymmärrystä siitä, miten verkkosivustoja voitaisiin kehittää jatkossa siten, että säästettäisiin resursseja ja luotaisiin aidosti käyttäjälähtöisiä ratkaisuja. \r\n\r\nKäyttäjälähtöisyyteen liittyy palveluviestinnän yhtenäistäminen ja kehittäminen.  \r\n\r\nHyödyt ja tavoitteet:\r\n\r\nHankkeen tarkoituksena on kuvata tulevaisuuden digitaalisen asiakaspalvelun tavoitetila niin palveluarkkitehtuurin kuin esimerkkien avulla. Tulevaisuuden asiakaspalvelua ovat muun muassa saumattomat asiakaspalvelupolut ja alustariippumattomuus. \r\n\r\nAsiakkaan näkökulmasta hän saa tarvitsemansa palvelun saavutettavasti valitsemaansa palvelupolkua pitkin siten, että taustajärjestelmät (modulaarisuus) ohjaavat käyttäjää ensisijaisesti kohti digitaalista palveluvaihtoehtoa. Jos digitaalista vaihtoehtoa ei ole saatavilla, niin toissijaisesti hänet ohjataan asiakaspalveluun.\r\n\r\nToimenpiteet ja tuotokset:\r\n\r\nHankkeessa tunnistetaan verkkopalvelujen käyttäjien eri käyttäjäprofiilit. Tästä seuraa, että hankkeeseen osallistuvilla kunnilla on entistä paremmin tiedossa palvelutarpeet, joihin voidaan vastata teknisin ja verkkoviestinnällisin ratkaisuin, ja toisaalta ne palvelutarpeet, joissa henkilökohtainen asiakaspalvelu on toimivin ratkaisu. \r\n\r\nTyön edetessä huomioidaan myös nopeasti kehittyvän tekoälyn ja datan hyödyntämisen mahdollisuudet. \r\n\r\nLopputuotoksena syntyy yhteinen ymmärrys ja tahtotila uudenlaisesta kohderyhmä- ja tarvelähtöisestä palveluviestinnästä kaikkien hankkeeseen osallistuvien kesken. Tätä tukemaan kootaan koulutuspaketti ja viestintäsuunnitelma sekä yhteisesti hyödynnettävä malli tulevaisuuden julkaisualustasta.\r\n\r\nHankkeeseen osallistuvat Akaa, Jyväskylä, Kaarina, Pori, Tampere, Turku, Vantaa ja Varkaus. Lisäksi yhteistyössä on mukana Kuntaliitto. Hanketta vetää Turku.\r\n","Mahdollistava (yhteistyö, rahoitus jne)","null","null"
"null","null","Tuetaan aktiivista elämäntapaa luomalla edellytyksiä omatoimiselle aktiivisuudelle","Ei","null","null","102858.0","Sito/Perusopetus","2550","Kerhohanke 2020: Koulujen kerhotoiminnan tukeminen ja kehittäminen","null","Syrjäytymisen ennaltaehkäisemisen kannalta on tärkeää, että oppilas saa harrastuksen kautta ilon, onnistumisen ja osallisuuden kokemuksia turvallisessa ryhmässä. Projektin avulla tarjotaan oppilaille mahdollisuus aloittaa pysyvä harrastus ja/tai monipuolistamaan harrastamista. Tämä toteutetaan kehittämällä koulujen toimintakulttuuria aktiivisemmaksi, yhteisöllisemmäksi ja tasa-arvoisemmaksi sekä vahvistamalla kodin ja koulun yhteistyötä. \r\n\r\nMonipuolisen kerhotoiminnan kautta oppilaat löytävät itselleen mieluisan harrastuksen, johon he haluavat säännöllisesti osallistua. Harrastaessaan oppilaat luovat sosiaalisia kontakteja, oppivat uusia taitoja, ovat vähemmän yksin kotona ja viettävät vähemmän aikaa ruudun ääressä. Näin luodaan pohjaa aktiivisemmalle elämäntavalle. Koulun kerhotoiminta on oppilaille maksutonta, mikä mahdollistaa tasavertaisen osallistumisen. \r\n\r\nKerhotunteja kohdennetaan alueille, jotka ovat harvaan asuttuja ja joissa on tarjolla vähän harrastetoimintaa lapsille ja nuorille. Kerhotoimintaa suunnataan erityisesti vähän harrastaville lapsille ja nuorille, erityisesti yläkouluikäisille. Kerhotoiminta on monipuolista, laadukasta ja motivoivaa, osallistaen oppilaita toiminnan suunnitteluun. ","Muu","null","Aktiivinen turkulainen"
"Smart and Wise Turku/Syrjäytymisen ehkäiseminen","2019-01-28","Luodaan parempia palveluita kehittämällä vaikuttavia asiakaskeskeisiä palveluprosesseja","Kyllä","null","null","315000.0","Konsernihallinto","2565","Toimintamalli (ja tiedolla johtaminen)","2021-12-31","Tausta:\r\nSyrjäytymisen ehkäiseminen-painopistealueen tavoitteena on tukea erityisesti 15–29 -vuotiaiden nuorten, nuorten aikuisten ja perheiden syrjäytymisen ehkäisemiseen tähtääviä toimenpiteitä hyödyntäen laaja-alaisesti kohderyhmään ja asuinalueisiin liittyviä mittareita, data-analytiikkaa ja tutkimustuloksia. \r\nLisäksi hankkeen aikana kuvataan syrjäytymisen ehkäisemisessä jo käytössä olevat toimintamallit. Tavoitteena on luoda seuranta- ja arviointimalleja, joiden avulla voidaan arvioida toimenpiteiden vaikutuksia ja kehittää toimintamalleja entistä paremmiksi.\r\n\r\n\r\n\r\n\r\n\r\nHyödyt ja tavoitteet:\r\nTiedolla johtamisen avulla pystytään suuntaamaan toimenpiteitä tarvittaviin toimintoihin. Toiseksi kokonaisuus auttaa useamman toimijan toimintojen kohdentamisessa tiettyihin teemoihin, minkä avulla kokonaisuuksista saadaan kattavampia. Käytännössä tämä tarkoittaa sitä, että toimepiteiden avulla tavoitetaan suurempi kohdejoukko, joille toteutetaan useampia vaikuttavia toimenpiteitä. Tiedolla johtamisen uskotaan näin ollen lisäävän myös poikkihallinnollista yhteistyötä.\r\n\r\n\r\n\r\n\r\nToimenpiteet ja tuotokset:\r\nToteutuneet:\r\n- Dynamiikka-työkalu\r\n- Resurssivirta-analyysi\r\n- Pyll-tulokset\r\n- FinSote tulokset ja lisäajo\r\n- Kouluterveyskyselyn raakadata ja suuraluekohtainen data\r\n- Syrjäytymisen riskitekijät tutkimuskatsaus \r\nSyrjäytymiseen altistavat ja siltä suojaavat ei-materiaaliset tekijät -tutkimushanke \r\n- Nuorten toimijuus ja kokemukset palveluista -kirjallisuuskatsaus\r\n-  Aurora AI, yhteistyö VM:n kanssa tekoälyn hyödyntämiseksi nuorten palveluohjauksessa\r\nTulossa:\r\n- syrjäytymisen ilmiön arviointi ja seurantamalli\r\n- FinnMonik\r\n- Kouluterveyskyselyn ja FinnSoten tulosten ristiinanalysointi","Kaupunkistrategia 2029 ja strategiset ohjelmat","null","Terve ja hyvinvoiva turkulainen"
"Smart and Wise Turku/Syrjäytymisen ehkäiseminen","2019-01-28","Luodaan parempia palveluita kehittämällä vaikuttavia asiakaskeskeisiä palveluprosesseja","Kyllä","null","null","534000.0","Konsernihallinto","2566","Pilotoinnit","2021-12-31","Tausta:\r\nSyrjäytymisen ehkäisemisellä on pitkät perinteet kaupungin toiminnassa. Tämä hanke tukee uusien toimenpiteiden kokeilua ja olemassa olevien toimintamallien edelleen kehittämistä entistä vaikuttavimmiksi. Toimenpiteitä toteutetaan  toimenpideohjelman päätavoitteiden sisällä. \r\n\r\n\r\n\r\nHyödyt ja tavoitteet:\r\n\r\nToimenpiteiden avulla haluamme saada aikaan toimintamallien muutosta. Tavoitteeseen päästään pilotoimalla uusia toimintoja ja kehittämällä jo olemassa olevia toimintamalleja. Yhtenä tärkeänä tavoitteena on uudistaa olemassa olevia palveluita entistä asiakaslähtöisimmiksi. Palveluita, jotka ottavat huomioon nuorten erilaiset taustat ja tarpeet. Lisäksi tärkeänä tavoitteena on lisätä poikkihallinnollista yhteistyötä.\r\n\r\n\r\n\r\nToimenpiteet ja tuotokset:\r\nToteutamme toimenpiteitä yhteistyössä eri palvelualueiden kanssa. Toimenpiteet tukevat toimenpideohjelman päätavoitteita, joita ovat \r\n1. Koti tukee nuoren kasvua, \r\n2. Aikuiset välittävät nuoresta,\r\n3. Palvelut ja nuoret kohtaavat,\r\n4. Nuorella on eväät hyvään mieleen,\r\n5. Nuorella on mahdollisuus harrastaa ja\r\n6. Koulutus avaa ovia työelämään.\r\n\r\nLisää tietoa hankkeessa toteutettavista toimenpiteistä saa Syrjäytymisen ehkäisemisen verkkosivulta:  https://www.turku.fi/smart-and-wise/syrjaytymisen-ehkaiseminen\r\n","Kaupunkistrategia 2029 ja strategiset ohjelmat","null","Terve ja hyvinvoiva turkulainen"
"digiTurku","2019-10-19","Digitaalisia palveluja kehitetään laajalla ja avoimella yhteistyöllä","Ei","Palvelun käyttäjä£Asiakas tai asukas|Palvelun tarjoaja£Yritys|Palvelun käyttäjä£Kolmas sektori|Yhteistyökumppani, Helsinki£Kaupunki, kunta tai seutukunta","Kaupunkikehittäminen|Liikenne","218687.5","Konha/Kaupunkikehitysryhmä","2578","Palvelukartan jatkokehittäminen","null","Tausta:\r\nTurun palvelukartta julkaistiin 04.10.2019 Helsingin rakentaman ratkaisun pohjalta. Palvelukartta löytyy osoitteesta:\r\nhttps://palvelukartta.turku.fi\r\n\r\nTiedot palvelukartalle tulevat\r\n- turku.fi:n palveluhakemistosta kaupungin Masterdata servicen rajapinnan kautta\r\n- kansallisen palvelutietovarannon esteettömyyssovelluksesta\r\n- reittitiedot digitransit-rajapinnasta\r\n\r\nPalvelukartan pääasiallinen tehtävä on auttaa turkulaisia arjen pyörittämisessä esittäen palvelutiedot ja reitit niihin.\r\n\r\nPalvelukartan jatkokehittäminen keskittyy ensimmäisessä vaiheessa tuomaan\r\n- Helsingin luoman ja tammikuussa 2020 julkaiseman saavutettavan käyttöliittymän myös Turkuun käyttöön saavutettavuuslain vaateiden mukaisesti\r\n- maakunnalliset palvelutiedot kansallisesta palvelutietovarannosta\r\n- reaaliaikainen liikennedata\r\n\r\nHyödyt ja tavoitteet:\r\nAjantasainen palvelutieto palvelee paremmin turkulaisia sekä lähialueen asukkaita. Samaten saavutettava käyttöliittymä varmistaa, että palvelu on kaikkien käytettävissä.\r\n\r\nReaaliaikainen liikennedata sekä liikennedatan historia auttaa ennakoimaan paremmin tekemistä.\r\n\r\nToimenpiteet ja tuotokset:\r\nSaavutettava käyttöliittymä varmistaa, että palvelukartta palvelee kaikkia paremmin.\r\n\r\nLaajemmat palvelutiedot ja reaaliaikainen liikennedata auttaa paremmin arjen palveluiden ja niihin ohjaavien reittien hyödyntämisessä.","Kaupunkistrategia 2029 ja strategiset ohjelmat","Aikuiset|Lapsiperheet|Maahanmuuttajat|Matkailijat|Nuoret|Seniorit|Työnhakijat|Vammaiset|Vauvat ja taaperot|Viranomaiset|Yhdistykset ja yhteisöt|Yritykset","Vaikuttava ja uudistuva Turku"
"digiTurku","2018-10-30","Osallisuutta lisätään ottamalla se osaksi suunnittelua, toteuttamista ja päätöksentekoa","Ei","Järjestöt£Kolmas sektori|Lautakunnat£Kaupunki, kunta tai seutukunta|Kaupunkilaiset£Asiakas tai asukas|Vaikuttajaryhmät£Asiakas tai asukas","null","140000.0","Konha/Asiakkuudet ja osallisuus","2580","Digitaalisen vuorovaikutuksen jatkokehittäminen","null","Tausta:\r\nTurun kaupunki otti käyttöön 10/2019 - 04/2020 välillä kaksi digitaalista työkalua yhdenvertaisen ja tasa-arvoisen osallisuuden ja yhteiskehittämisen takaamiseksi.\r\n\r\nKerro kantasi -palvelu kerää asukkaiden näkemykset ja takaa asioiden valmistelun läpinäkyvyyden.\r\n\r\nOsallistuvan budjetoinnin työkalut mahdollistavat Asukasbudjetin ehdotusten keräämisen, äänestämisen ja viestinnän kaupungin ja ehdottajien kesken. \r\n\r\nNäiden työkalujen jatkokehittäminen on olennaista niin sisäisen työskentelyn virtaviivaistamiseksi kuin tiedon liikkuvuuden varmistamiseksi.\r\n\r\nHyödyt ja tavoitteet:\r\nTiedot saadaan suoraan taustajärjestelmiin rajapinnan yli, joten niistä voidaan tuottaa helposti raportteja ja yhteenvetoja  valmistelijoiden ja päättäjien käyttöön.\r\n\r\nToimenpiteet ja tuotokset:\r\nDigitaalisen vuorovaikutuksen jatkokehittämisessä palveluihin kehitetään tiedonhallintalain mukaiset rajapinnat ja hyödynnetään osallisuustyökaluilla kerättyä tietoa monipuolisesti kaupungin palvelujen kehittämisessä.\r\n","Kaupunkistrategia 2029 ja strategiset ohjelmat","null","Aktiivinen turkulainen"
